user|来源|认为有用人数|类型|评论时间|comment
user|来源|认为有用人数|类型|评论时间|comment
user|来源|认为有用人数|类型|评论时间|comment
user|来源|认为有用人数|类型|评论时间|comment
user|来源|认为有用人数|类型|评论时间|comment
user|来源|认为有用人数|类型|评论时间|comment
user|来源|认为有用人数|类型|评论时间|comment
user|来源|认为有用人数|类型|评论时间|comment
user|来源|认为有用人数|类型|评论时间|comment
user|来源|认为有用人数|类型|评论时间|comment
user|来源|认为有用人数|类型|评论时间|comment
user|来源|认为有用人数|类型|评论时间|comment
user|来源|认为有用人数|类型|comment
À´×ÔÓÚ£º±ÈÑÇµÏF3ÂÛÌ³ ×÷Õß£ºyuanfangjy|±ÈÑÇµÏF3ÂÛÌ³|14222|好评|»¹ÓÐ¾ÍÊÇ×ªËÙ±í²»Ì«ÊÊÓ¦£¬¿Ì¶ÈÌ«ÃÜ¡£
À´×ÔÓÚ£º±ÈÑÇµÏF3ÂÛÌ³ ×÷Õß£ºyuanfangjy|±ÈÑÇµÏF3ÂÛÌ³|14209|好评|»¹ÓÐÒ»¸ö±È½Ï²»´íµÄ¾ÍÊÇ„x³µµÆÊÇÊ±ÉÐµÄLED£¬Õâ¸öÒ²Ã»ÓÐÏëµ½£¬
À´×ÔÓÚ£º±ÈÑÇµÏF3ÂÛÌ³ ×÷Õß£ºyuanfangjy|±ÈÑÇµÏF3ÂÛÌ³|14205|好评|µ«Ã»ÓÐ¸ßÎ»„x³µµÆ£¬ÊÇÒ»¸öÐ¡Ð¡µÄÒÅº¶¡£ 
À´×ÔÓÚ£º±ÈÑÇµÏF3ÂÛÌ³ ×÷Õß£ºyuanfangjy|±ÈÑÇµÏF3ÂÛÌ³|14207|好评|ÈçÆäËü³µÖ÷ËµµÄ£¬³µÉíµÄîÓ½ðÈ·ÊµÓÐÐ©²î£¬Ò»¿´¾ÍÖªµÀÃ»ÓÐµµ´Î£¬
À´×ÔÓÚ£º±ÈÑÇµÏÂÛÌ³ ×÷Õß£ºÅÁÐ­Ð¡Ëï9xs|±ÈÑÇµÏÂÛÌ³|1321|好评|Õâ¿î³µ×ÓµÄÍâÐÍ´óÆø¡£ËäÈ»ËµÊÇ·ÂµÄ·áÌï»¨¹Ú¡£
À´×ÔÓÚ£º±ÈÑÇµÏÂÛÌ³ ×÷Õß£ºÅÁÐ­Ð¡Ëï9xs|±ÈÑÇµÏÂÛÌ³|1318|好评|40000¹«ÀïÎÒ³µ»ù±¾Ã»ÓÐ½ø¹ýÐÞÀí³§£¬³ýÁË32000µÄÊ±ºòÅóÓÑµÄ¶ù×Ó·¢Æ¢Æø°Ñ¸±¼ÝÊ»Î»ÖÃµÄ²£Á§Ö§¼Ü»Î¶Ï£¬»¨ÁË80Ôª¸ã¶¨¡£
À´×ÔÓÚ£º±ÈÑÇµÏÂÛÌ³ ×÷Õß£ºÅÁÐ­Ð¡Ëï9xs|±ÈÑÇµÏÂÛÌ³|1320|好评|×÷Îª6ÍòÔªÒÔÄÚµÄ³µ×Ó£¬F3µÄÔëÒôËãÊÇ¿ØÖÆ±È½ÏºÃµÄ¡£
À´×ÔÓÚ£º±ÈÑÇµÏÂÛÌ³ ×÷Õß£ºÅÁÐ­Ð¡Ëï9xs|±ÈÑÇµÏÂÛÌ³|1336|好评|±£Ñø±ãÒË£¨ÎÒ´ÓÊ×±£¿ªÊ¼Ã»ÓÐÈ¥¹ý4S×ö±£Ñø£©¡£
À´×ÔÓÚ£º±ÈÑÇµÏÂÛÌ³ ×÷Õß£ºÅÁÐ­Ð¡Ëï9xs|±ÈÑÇµÏÂÛÌ³|1336|好评|Õâ¿î³µµÄ»úÆ÷ËäÈ»±È½ÏÀÏ¡£µ«ÖÊÁ¿ÎÈ¶¨£¬·¢¶¯»úµ¡ËÙÆ½ÎÈ²¢ÇÒ±È½ÏÊ¡ÓÍ¡£
帕协小孙9xs|比亚迪论坛|1330|好评|配置比较全面，四轮盘刹，ABS，四门电动窗，电动后视镜等主流配置都有，比较实用，就是标准版没有气囊。
帕协小孙9xs|比亚迪论坛|1331|差评|钣金是比较差，车门（我的是右前门）不好关，要用一点力气，不过还能勉强接受。
帕协小孙9xs|比亚迪论坛|1326|差评|刹车异响，估计是刹车盘质量问题，每次踩刹车总能听到一阵刺耳的摩擦声，很是不爽。
帕协小孙9xs|比亚迪论坛|1331|差评|漆面真的很薄很脆弱，稍微硬点的东西一挂就会留下印记。
帕协小孙9xs|比亚迪论坛|1318|差评|很多该有的配置都被厂家省去。如遮阳板化妆镜，高位刹车灯（连同事的最低配自由舰都有）等，估计加上这些成本也不会增加多少。
帕协小孙9xs|比亚迪论坛|1318|好评|时速100以内车辆的噪音变化不大
帕协小孙9xs|比亚迪论坛|1320|差评|但超过100风噪胎噪明显加大但还能让人接受
帕协小孙9xs|比亚迪论坛|1317|好评|140以内车身还是比较稳
帕协小孙9xs|比亚迪论坛|1315|差评|但超过140车身明显发飘且噪音有些吵人。
帕协小孙9xs|比亚迪论坛|1328|好评|再高感觉油门还有余地，不过我真的没有再往下踩得勇气了。
帕协小孙9xs|比亚迪论坛|1330|中评|市区内基本保持在7-7.2个（开空调没法算，由于公家给加油，基本等人的时候都是着车开空调）。
帕协小孙9xs|比亚迪论坛|1324|中评|高速110左右的时速油耗基本控制在6个左右
帕协小孙9xs|比亚迪论坛|1312|差评|油门卡的问题我也遇到过，首保去4S店给换了个节气门好了。
帕协小孙9xs|比亚迪论坛|1324|中评|可能是减配原因，现在的手标好像是2个喇叭，音响效果只能说是比较清楚，至于低音，基本没有。
yuanfangjy|比亚迪论坛|1156|好评|燥音控制比我想像的要好，或许是因为我之前开普桑，习惯了很大的燥音，现在安静一些我就很满足了。
yuanfangjy|比亚迪论坛|1143|好评|1。5L的加速感觉也还不错
yuanfangjy|比亚迪论坛|1178|差评|不过F3的离合器感觉确实不怎么样，换档的感觉较生硬，没有吸入感，至少比朋友的FUCOS要差好多，这个是有待完善改进。
yuanfangjy|比亚迪论坛|1148|好评|另外最值得称道的是中央通道的扶手箱，这个出乎意料之外，没看实车前我一直在网上研究资料，觉得应该是没有的，但实际看车时却有，这个非常不错。
yuanfangjy|比亚迪论坛|1152|好评|至于新闻里报道说的车内有毒，这个我倒没有觉得，昨天提车，一路窗户打开吹，今天也开窗户跑一跑，现在基本没有很重的味道，准备多放几包活性炭，想念一两周后味道可以去除。
yuanfangjy|比亚迪论坛|1154|好评|内饰用料比我想像的好
yuanfangjy|比亚迪论坛|1147|差评|但细节的部分有待加强，去F6比较了一下，同样是BYD做的车，F6的做工就好一截，所以不是BYD做不到，而是就这样的成本和定位，以便于拉开档次。
2123192|比亚迪论坛|687|好评|动力不错，满载前2+后5（4成人1婴儿）加速有影响不过还算满意
2123192|比亚迪论坛|688|好评|空间大
2123192|比亚迪论坛|690|好评|省油，平均7.2/100km
2123192|比亚迪论坛|694|好评|保养便宜
2123192|比亚迪论坛|685|差评|底盘悬挂硬，过减速线震得胸口发麻
2123192|比亚迪论坛|691|好评|变速箱换挡越来越滑顺。
2123192|比亚迪论坛|684|中评|油门硬，离合冷车起步时生硬，跑上路后变软。
2123192|比亚迪论坛|683|差评|刹车软，行程偏长。雨刮响。
2123192|比亚迪论坛|682|差评|后备箱不用力关不上。
2123192|比亚迪论坛|695|差评|车窗升降杂音大。
2123192|比亚迪论坛|685|差评|车内异味半年才消除。
2123192|比亚迪论坛|689|差评|用料太差了一点，考虑成本可以理解不过做工可以提高啊！
volcano-liou|比亚迪论坛|2468|好评|配置还是相当厚道的
volcano-liou|比亚迪论坛|2474|好评|空间方面，坐过我车车的人第一感觉就是空间很好
volcano-liou|比亚迪论坛|2461|好评|1.5的动力满载提速挺快
volcano-liou|比亚迪论坛|2461|好评|避震也可以。
volcano-liou|比亚迪论坛|2475|好评|车里味道没有我想象的大，我提到车就在里面放了包竹炭还，还有柚子皮，反正我觉得现在已经没什么味道了，不排除我已经闻习惯了~~不过院子里其它车（这里不便说是什么车车，也是国产的，价位差不多）的车主也说我的车车味道不大，他的车车是织物座椅，已经3个多月了，还和我的味道差不多。
volcano-liou|比亚迪论坛|2469|差评|个人觉得离合行程太短了，太容易熄火。
volcano-liou|比亚迪论坛|2472|好评|发动机的声音我感觉不是很响，发出一种好像是电机的声音。我听着还蛮好听的，没有出现发动机咆哮的声音。磨合期，我也没敢拉太高的转速。
volcano-liou|比亚迪论坛|2473|好评|没想到小R的防盗功能还是挺强的
skj2000w|比亚迪论坛|1285|好评|外观时尚，回头率高，每次开去上班，同事都忍不住多看两眼。 
skj2000w|比亚迪论坛|1273|好评|动力不错，至少在同级别价位车中还是中上游的 
skj2000w|比亚迪论坛|1289|好评|提速还可以，磨合期不敢开太快，最高80，在40以上觉得提速挺快的。
skj2000w|比亚迪论坛|1288|差评|噪音太大，特别是开到70以上。也可能是我还没有装密封条的关系吧。 
skj2000w|比亚迪论坛|1288|差评|只有主驾门未关有提示，其它三个门没有（这点必须BS BYD下，这么抠，这可是重大的安全问题啊） 
skj2000w|比亚迪论坛|1279|差评|一档与倒档不好挂（倒档现在学会两脚离合，不会不好挂了） 
skj2000w|比亚迪论坛|1290|差评|车的密封不好，太容易进灰尘了。 
skj2000w|比亚迪论坛|1279|差评|小气的BYD，竟然连一个点烟器也要省。
skj2000w|比亚迪论坛|1279|差评|后座的窗户实在是一个败笔（就这点可能要吓退好多欲购蛋蛋的消费者）
jiangpb401zx9m|比亚迪论坛|1026|中评|市内蛋蛋就是喝油的老虎，平均百公里至少要9个油，甚至有一次14个油！！
jiangpb401zx9m|比亚迪论坛|1027|好评|外观新颖，回头率高。
jiangpb401zx9m|比亚迪论坛|1033|好评|动力性好，满载5人30度左右上坡5档轻松上去，发动机不吃力。我觉得这车太适合改装了，去过其他论坛看其他车都没有蛋蛋改装的多，我觉得这对于喜欢改装的朋友来说也算是个有点吧！ 
jiangpb401zx9m|比亚迪论坛|1037|差评|通病1 2档难挂 我的也不例外，这个不多说了，厂家要是能召回的话我自己倒贴200元都可以，呵呵呵。。
jiangpb401zx9m|比亚迪论坛|1020|差评|暖风来的特别慢，要开出去20多分钟才会有点热风出来，比起捷达车差的太多了。
jiangpb401zx9m|比亚迪论坛|1022|差评|离合器的行程很短，总是容易熄火，而且起步速度出奇的买，红灯我排在最前面起步走像蜗牛，后面跟真按喇叭！ 
ntlujunj3|比亚迪论坛|1590|好评|外观漂亮（大多数买F0的朋友可能都是冲这点）
ntlujunj3|比亚迪论坛|1601|好评|动力还不错 
ntlujunj3|比亚迪论坛|1593|好评|个子小，方便（特别是在我们这种不堵车是反常现象的地方） 
ntlujunj3|比亚迪论坛|1599|差评|一档，二档，倒档难挂，尤其是一档，本人曾经在等红灯时把离合器拉线踩断了都没挂进去。 
ntlujunj3|比亚迪论坛|1589|差评|噪音大（不过比摩托车好点）
ntlujunj3|比亚迪论坛|1586|差评|整体做工粗糙（这倒不是什么问题，一分钱一分货） 
huangchangsheng|比亚迪论坛|529|差评|F3在拄倒档时，经常出现无指示的情况（倒车雷达不启动，倒车尾灯也不亮），
duqingwu2001|比亚迪论坛|927|差评|09年1月提f3手动白金版豪华型，现在在通过平整的水泥路时，仪表台也会异响。
lsunchenlei|比亚迪论坛|324|差评|:后门不好关 今天才发现,看到好多人说了
lsunchenlei|比亚迪论坛|332|差评|:电动窗下降时有异响
lsunchenlei|比亚迪论坛|318|差评|:3档的时候 车不抖,也没托档,但是档杆抖动很厉害 其他档位都正常
永久凤凰|比亚迪论坛|910|差评|底盘低：满载的话底盘绝对没有12cm的高度，我特意去4s店装了铁制的护甲，安装完发现底盘更低了，上坡+满载会碰到路面的减速带。高速驾驶时很危险。
永久凤凰|比亚迪论坛|909|差评|刹车不稳定：f0车友可以试试看有没有这个毛病，在高速（70码以上）过陡峭的路面的，特别是突然凹陷的路面时，如果踩刹车，会明显感觉吃不到力，刹不下来。偏偏又是最需要刹车的时候，仅开了9000km的爱车，我已经遇到过3次了，非常危险。有一次开在人家后面，他高速进了一个凹陷的路面并踩了急刹，我跟在后面也急刹，在下凹陷处时明显速度减不下来，差点追尾（声明：期间轮胎没有暴死、也没有离开地面，而是刹车片与刹车盘发生位移所至。）。 
永久凤凰|比亚迪论坛|916|好评|动力+空调绝对优于QQ 
永久凤凰|比亚迪论坛|906|好评|外观时尚 
永久凤凰|比亚迪论坛|903|好评|小车型灵活方便
jiaronghujmpr2|比亚迪论坛|778|好评|F3开起来，跟十几万的车还是有得一拼的，感觉很稳，当然不能跟更贵的车比
jiaronghujmpr2|比亚迪论坛|780|好评|F3省油，所有的车主都会有共同的感受，不愧是三菱机头，噪音很低，很静，建议机油用100多的好一点的矿物油，油分子比较细对机头也好噪音低，此车高速上百公里油耗6.5升
jiaronghujmpr2|比亚迪论坛|789|差评|市区里上下班高峰超级塞车，只能用一档二档（深圳的情况）要9升多
jiaronghujmpr2|比亚迪论坛|787|好评|综合油耗（高速+市区）不会超过8升
jiaronghujmpr2|比亚迪论坛|773|差评|第一次有故障是新车一个多月的事，车窗升降机坏了，免费换了一个；
jiaronghujmpr2|比亚迪论坛|793|差评|二次故障是车子7000公里的时候，油泵坏了，最后连油箱都烧坏了，车修了一天，关键是等油箱送来，跟我一起买车的一朋友油泵也是坏了，他是在高速上坏了，当时车走了12000公里，后来我积累了经验，还有十几升油的时候就去加油，因为油能够冷却油泵，这样油泵的寿命会长些，要知道修车还是很贵的；
jiaronghujmpr2|比亚迪论坛|794|差评|此车的避震很容易坏，也就是震漏油，我买车的时候就听一车主抱怨说他买了几个月就换了几条，我总结是因为零件便宜，质量就不能太好，所以路太烂再开得快点肯定会漏油，我也是一个够注意了，但是还是不能幸免，免费更换了一条
jiaronghujmpr2|比亚迪论坛|793|好评|F3发动机质量肯定不会有问题的，三菱的机头就是质量的保证，油耗的保证，这是F3的一个卖点，
shithk|比亚迪论坛|1097|差评|玻璃液有泄漏之嫌疑；
shithk|比亚迪论坛|1102|差评|后备箱门缝不一致，一边大小
shithk|比亚迪论坛|1104|好评|异味小，基本感觉不到，可能是抽烟的原因
shithk|比亚迪论坛|1097|差评|底漆真的薄，回来后小蹭后发现
shithk|比亚迪论坛|1096|差评|音响效果差，与悦动没得比
shithk|比亚迪论坛|1101|差评|倒车时速度过快，（不知咋回事？？？）；
shithk|比亚迪论坛|1099|差评|方向较重
newseahw|比亚迪论坛|569|好评|感觉离合，油门，档位都顺了很多，油门离合感觉也轻了
newseahw|比亚迪论坛|565|差评|但有时会有点异响，这个真的很烦，首保时再去检查一下
newseahw|比亚迪论坛|570|差评|一档换二档有点散的感觉，其它档位又没问题
newseahw|比亚迪论坛|559|好评|方向也觉得轻了些
菠萝菠ME|比亚迪论坛|621|差评|1档比较软,不是很有劲(也许是磨合期,不敢大力给油的原因),
菠萝菠ME|比亚迪论坛|624|差评|刹车偏软,下次再去解决. 
菠萝菠ME|比亚迪论坛|625|差评|个别地方安装不到位,缝隙过大,(模具的工艺还有提高的空间), 
菠萝菠ME|比亚迪论坛|622|差评|有三个门都不好关,关好了,仪表盘总显示车门仍旧没关好,(再次回到4S店修理,现在已经修好了),
菠萝菠ME|比亚迪论坛|613|差评|离合太高(经过4S店调整,已经解决),
菠萝菠ME|比亚迪论坛|615|差评|发动机仓和后尾箱没有做隔音,(建议以后改进),
菠萝菠ME|比亚迪论坛|616|差评|车上没有配三角警示牌和灭火器
菠萝菠ME|比亚迪论坛|610|差评|CD播放器不能播MP3的光盘,不能直接读U盘和内存卡,只是配了一根3.5的音频连线,(在当今,MP3和APE WMA格式的软件硬件满天飞的时代,是有点落后了,要与时俱进了,否则....) 
菠萝菠ME|比亚迪论坛|609|差评|方向盘上面按喇叭的地方,太硬了,要很用力,喇叭才响(不知道能不能搞得软一点)
菠萝菠ME|比亚迪论坛|614|差评|高音喇叭一般,功率不够,低音喇叭过得去,所以,看来换高音咪是必要的 
菠萝菠ME|比亚迪论坛|619|差评|3挡和4挡进挡有点卡,不是很顺畅,估计是磨合期的原因,过了磨合期应该会好点吧??
菠萝菠ME|比亚迪论坛|614|差评|我对用F3的仿桃木的塑料件不太喜欢,以后有机会,一定把他喷成深灰色的,和仪表盘一样的颜色的,感觉好看点
菠萝菠ME|比亚迪论坛|617|好评|F3配置还是比较高的
菠萝菠ME|比亚迪论坛|612|好评|空间够大
菠萝菠ME|比亚迪论坛|626|好评|观中性偏优,耐看,中年人可能比较喜欢
菠萝菠ME|比亚迪论坛|617|中评|磨合期油耗在9.几升/100公里,还算过得去,
神话111|比亚迪论坛|9524|中评|我的F3手豪1.5的，现在跑了5千多公里了，长途在7-8个油，纯市区内10-12个油
装装修修|比亚迪论坛|1191|差评|先说说故障 20000KM前：机舱异响——也记不得是什么管子扳了一下，好了
装装修修|比亚迪论坛|1195|差评|大灯不亮——居然是插头松了，汗一个，自己捣腾了一下，好了 雨刮不喷水——皮管松了，鄙视，自己搞个打火机烫了一下，搞定
装装修修|比亚迪论坛|1190|差评|前大灯起雾——索赔的时候拿水枪冲了好久，不起雾。至今未换，仍不时有雾 起动马达（可能表达有误，就是在怠速时不加油门会熄火）换了一个。
装装修修|比亚迪论坛|1193|差评|窗机——好像换了3个？或者4个？我们那批车这个没有不坏的。这个坏的还蛮有规律的说，基本5000不到坏一个，保养得时候正好索赔，倒也方便个
装装修修|比亚迪论坛|1202|差评|后备箱弹簧——快20000KM的时候发现后备箱弹起来后不能限位，至今没换 这是第一年的故障，好像问题不少，
装装修修|比亚迪论坛|1204|差评|2次油箱盖打不开
装装修修|比亚迪论坛|1193|差评|50000KM左右发现左前门漏水，不影响使用，所以也没在意，可能橡皮条老化了，有时间一起换了。
装装修修|比亚迪论坛|1194|中评|开过7个油，70%高速市区不开空调，9.2-9.7 市区空调，10.7-10.9
装装修修|比亚迪论坛|1203|差评|除了离合重了一点且离合点不明显和油门有点重而且最近感到油门有点涩。
装装修修|比亚迪论坛|1198|差评|3天前跑了趟1100KM的长途，除了屁股坐的疼，其它一切OK。
84264670|比亚迪论坛|635|差评|噪音控制不是很好
84264670|比亚迪论坛|645|差评|玻璃升降器坏过2次
comlujun|比亚迪论坛|1645|中评|现在开了18000还不到,但是油耗很高要10个,都是郊区开
xiaokaicom1|比亚迪论坛|4596|差评|BYD完全就是垃圾车哦，前两天我陪我哥去买车，瞧了下F6那做工差不我没话说，仪表板和仪表台之间都可能伸进一根手指，板金也太差了，这车完全只能远瞧不能近观哦，要买车我宁可买奇瑞或奔腾。
dxinyu|比亚迪论坛|889|中评|现在已经6120KM，综合油耗8-8.5
dxinyu|比亚迪论坛|882|好评|动力性还可以
dxinyu|比亚迪论坛|886|差评|只是过了120KM后安全性和操控性让人没底！
ddp2|比亚迪论坛|1019|差评|的f3前后挡风玻璃的胶条有翘起
1148931089|比亚迪论坛|1600|差评|前刹碟磨损严重，
1148931089|比亚迪论坛|1608|差评|开80速，方向盘抖动严重，
1148931089|比亚迪论坛|1600|差评|到9月上旬，公里表18500公里，方向盘又抖动，
dxinyu|比亚迪论坛|767|中评|3800公里左右开过170公里左右的时速，感觉有点飘，
dxinyu|比亚迪论坛|759|差评|这个车只要过110，声音就不好听了，而且心没底；
dxinyu|比亚迪论坛|758|差评|后悬挂太硬；
dxinyu|比亚迪论坛|757|差评|正常起步很肉；
dxinyu|比亚迪论坛|776|差评|刹车很软，比有些前碟后鼓的车还软；
dxinyu|比亚迪论坛|772|中评|内饰工艺一般
dxinyu|比亚迪论坛|760|差评|有异响。
神话111|比亚迪论坛|3302|中评|在市内跑了248km国道142km，今天加了32.78升跳枪，一算8.4升/100km,比以前的9-9.5又好多了，也许是磨合得差不多了吧（2075km），
神话111|比亚迪论坛|3306|好评|目前还没有发现新的小毛病。
神话111|比亚迪论坛|2722|差评|我开雨刮器时发现左边的雨刮器刮在前档风玻璃上有响声。
神话111|比亚迪论坛|3179|中评|今天上午去加了油我的车还没出磨合，一直加97#的油，跑了494km 加了45.17升跳枪，一算9.14/100km其中国道省道约200公里城区内约290公里。
神话111|比亚迪论坛|3179|好评|这车动力还可以，
神话111|比亚迪论坛|3185|差评|但小毛病较多
神话111|比亚迪论坛|3180|差评|另外今天下雨，我开雨刮器时发现左边的雨刮器刮在前档风玻璃上有响声。
神话111|比亚迪论坛|7155|中评|觉得还没有大毛病，
神话111|比亚迪论坛|7161|差评|小毛病比较多，
神话111|比亚迪论坛|7161|差评|右后门要很用力才能关上，
神话111|比亚迪论坛|7163|差评|油箱门打不开，
神话111|比亚迪论坛|7151|差评|左前车窗前些时间往上关时有时有些接触不良出
神话111|比亚迪论坛|7159|中评|油耗9-9.5/100km(综合并开空调2/3是市区路)。
mitsubishi6009|比亚迪论坛|660|好评|闲来无事加了满箱的油试了试油耗。结果还是相当满意的，6.09每升，满满的加了300大洋的。跑了710公里，高速、市区、综合路况分别为6：3：1，高速不低于100迈，空调使用率有5成，算了算6.93个油，满意！
非洲小白脸李硕|比亚迪论坛|1967|差评|提车3天在磨合期耗油为100公里16个油
mitsubishi6009|比亚迪论坛|454|差评|左边司机门板开了，
mitsubishi6009|比亚迪论坛|459|差评|转向灯总成左转自动回位，右转失效。（提车时没发现）
mitsubishi6009|比亚迪论坛|461|差评|司机门电动窗有一天下去上不了，气的我一拍结果好了。
青翼一笑扬|比亚迪论坛|5536|中评|深圳上下班，偶尔高速，平均油耗7.5.
青翼一笑扬|比亚迪论坛|5537|差评|除了噪音有点不太满意外
279768040|比亚迪论坛|788|差评|主要就是油门很别扭，油门初段很皱，踩轻了吧，踩不下去，踩重了，车又往前窜，真头痛，哪位大侠有，解决方法
sunshine1009|比亚迪论坛|2409|好评|没有出现什么问题，
sunshine1009|比亚迪论坛|2416|中评|后门也比较好关
sunshine1009|比亚迪论坛|2420|中评|车的噪音确实有点大，不过还可以接受，
sunshine1009|比亚迪论坛|2417|好评|不过加速超车的时候，提速挺快的，
sunshine1009|比亚迪论坛|2411|差评|最近发现左前这有异响，就是找不出来，有时候有，有时候没有。
sunshine1009|比亚迪论坛|2425|好评|内饰做工还可以，
sunshine1009|比亚迪论坛|2423|差评|就是手套箱关闭时，缝隙有点大，
sunshine1009|比亚迪论坛|2411|差评|左边放零钱的小储物箱，门很松。
sunshine1009|比亚迪论坛|2423|好评|F3的空调确实不错，制冷挺快的，感觉比家里老丈人的凯旋还快，也挺冷的 。
sunshine1009|比亚迪论坛|2415|差评|可能是因为是自动挡吧，还在磨合期，油耗有点偏高，大概第一箱油大概是12个左右
mitsubishi6009|比亚迪论坛|1043|中评|2000公里下来，仔细算了一下油耗，7.9L/100KM，还能接受。
mitsubishi6009|比亚迪论坛|1039|好评|空调制冷快，风力强，
mitsubishi6009|比亚迪论坛|1031|好评|刹车效果很好，至少比我想想中好，比以前的普桑要强很多。
mitsubishi6009|比亚迪论坛|1033|中评|车内空间不小，基本不会很难受。
mitsubishi6009|比亚迪论坛|1029|好评|灯光还不错，调校的很舒服。
mitsubishi6009|比亚迪论坛|1040|差评|噪音确实很大。
mitsubishi6009|比亚迪论坛|1027|差评|钢板较薄，车漆硬度较差。
mitsubishi6009|比亚迪论坛|1027|差评|如果非要挑出让我很反感的地方，那就是他的仿皮座椅了。诚然看上去似乎高档了不少，孰不知这类座椅透气性极差。我是个爱出汗的人，初次一坐我就觉得不爽。等把皮子坐脏然后就罩个座套上去。其实我觉得设计成布绒座椅就好了。
279768040|比亚迪论坛|965|差评|刚开始开小三觉得比较肉，
279768040|比亚迪论坛|961|中评|将换挡转速提高到2200转左右，2 3 4档的力度还是可以接受的；
279768040|比亚迪论坛|964|中评|油耗方面，测了一次大约是7.5L/100KM，驾驶时没有刻意的小油门，轻踩刹车等等，所以说这个油耗还是可以接受的
279768040|比亚迪论坛|965|差评|油门前段偏沉，
279768040|比亚迪论坛|976|差评|关门需要较大的力度，
279768040|比亚迪论坛|971|差评|隔音不是太好等；
279768040|比亚迪论坛|965|好评|有一点小3还是很值得表扬的，那就是它的四轮碟刹，给我很大的信心，基本上是想停就停，刹车力度很线性。
5218731|比亚迪论坛|5724|差评|减配得厉害，
5218731|比亚迪论坛|5733|差评|中控台塑料极差，居然还有一个罗丝拧不紧，唉。。。一看就知道是低档塑料
5218731|比亚迪论坛|5727|差评|前后都没有隔音棉，全是光板，只好另买了原厂的装上
5218731|比亚迪论坛|5729|好评|配置全面，性价比高，
5218731|比亚迪论坛|5731|好评|外形还好，
5218731|比亚迪论坛|5724|好评|操控性一般偏上
5218731|比亚迪论坛|5715|差评|方向盘上没有了金属标
mwude|比亚迪论坛|6434|差评|各种各样层出不穷的小毛病就算了.
mwude|比亚迪论坛|6425|差评|升降右玻璃窗时,右车门自动弹开!
sennon|比亚迪论坛|1288|差评|刹车异响新车，
sennon|比亚迪论坛|1293|差评|门很难关 F3手豪后备箱和车门是不是都很难关严，尤其是后备箱，要用很大的劲来关，听的彭的一声，心在滴血呀！
sennon|比亚迪论坛|1283|差评|离合 行程太长，容易熄火还有就是离合器行程是不是比较高，
如风7681|比亚迪论坛|874|差评|买回来3天就发现车子有时会全车断电，遥控器不起作用，
lilichao992888|比亚迪论坛|743|差评|我的BYD F3R 才跑了1700公里,忽然发现踩下和松开离开器时听到"嘀嗒"的声音,
lilichao992888|比亚迪论坛|726|差评|另外,在半离合的时候,感觉到离合器有磨擦振动的感觉,
lilichao992888|比亚迪论坛|735|差评|车子的转速高的时候离合器的震动也很厉害!
ddung1983|比亚迪论坛|10861|差评|这车没啥大毛病，就是油耗第一箱在9个
ddung1983|比亚迪论坛|10857|差评|然后就是后备箱不好关
ddung1983|比亚迪论坛|10859|差评|半路断过一回电
ddung1983|比亚迪论坛|10869|好评|配置全
speedli007|比亚迪论坛|244|差评|后轮时有异响
woniuxiansheng|比亚迪论坛|333|差评|二保清单如下：    机油滤                  35    燃油滤清器              50    空气滤清器              65    齿轮油 80W-90  2.1L     95    机油A（红壳）           105    总计                    350感觉空滤贵了点，其他还不算贵
woniuxiansheng|比亚迪论坛|315|好评|另外7.8L/100KM城市路况      6.8L/100KM 高速+空调    总体感觉还算省油
cxf1221|比亚迪论坛|1749|差评|大家好呀油门有没有很重的 有没有解决的好办法
livesf|比亚迪论坛|425|中评|平均油耗7.66升/百公里。
livesf|比亚迪论坛|433|好评|基本没有上过修车间。总的来说——我很满意
livesf|比亚迪论坛|444|差评|面子薄（漆太软）；
livesf|比亚迪论坛|434|差评|爱唠叨（隔音不好，噪声大，尤其是雨刷总爱叽叽喳喳，吵死了）
livesf|比亚迪论坛|431|差评|近视眼（灯光太暗，老受人欺负）；
livesf|比亚迪论坛|437|差评|大咧咧（门难关，不给她来劲，她还真跟你没完没了的）......
ace108|比亚迪论坛|10804|差评|前两天天窗不能关到位
ace108|比亚迪论坛|10815|差评|左大灯远光灯泡坏
ace108|比亚迪论坛|10817|差评|消声器最后一段锈蚀严重
ace108|比亚迪论坛|10818|好评|车辆满载，感觉动力还行
ace108|比亚迪论坛|10805|差评|因为小三的雾灯只是装饰而已。
ace108|比亚迪论坛|10822|好评|质量和做工过得去
ace108|比亚迪论坛|10818|好评|配置丰富
ace108|比亚迪论坛|10812|好评|外观大气
ace108|比亚迪论坛|10802|好评|内部空间宽裕、后备箱容量大
ace108|比亚迪论坛|10806|好评|油耗满意（市区8升左右
ace108|比亚迪论坛|10811|差评|提速太肉
ace108|比亚迪论坛|10819|差评|小处不是尽善尽美。如雨刮总刮不干净
ace108|比亚迪论坛|10807|差评|又如怠速不稳，开一段时间后怠速就会不稳，清洗喷油嘴、节气门后又正常，过一段时间（半年左右）又不稳，可能设计有缺陷吧
ace108|比亚迪论坛|10806|差评|左后门不用劲关不上
kdh1737|比亚迪论坛|7353|中评|之所以买F3是它的外观还过的去
kdh1737|比亚迪论坛|7358|差评|发动机虽然差点
